FECHA,N1,N2,N3,N4,N5,N6,COMPLEMENTARIO,REINTEGRO
24/12/2020,16,18,23,33,38,42,37,6
23/12/2020,24,28,31,32,43,45,37,9
22/12/2020,5,7,12,26,29,41,42,3
21/12/2020,11,22,30,37,41,42,20,8
19/12/2020,3,27,31,32,43,47,9,4
18/12/2020,3,32,34,43,47,48,8,4
17/12/2020,7,12,14,28,30,42,39,5
16/12/2020,23,25,30,32,34,43,16,2
15/12/2020,32,36,37,38,43,45,14,8
14/12/2020,1,3,4,22,29,44,16,8
12/12/2020,2,4,5,16,32,48,29,5
11/12/2020,21,22,24,33,42,43,7,8
10/12/2020,2,15,16,19,33,46,47,3
9/12/2020,6,20,24,37,38,46,19,9
8/12/2020,4,7,13,15,42,48,45,4
7/12/2020,4,15,21,29,34,49,37,3
5/12/2020,9,21,32,35,40,49,46,1
4/12/2020,1,4,17,18,19,32,35,6
3/12/2020,5,8,15,30,33,35,1,5
2/12/2020,13,24,29,32,35,39,6,8
1/12/2020,3,15,37,41,46,49,34,7
30/11/2020,13,20,24,31,32,49,33,6
28/11/2020,6,10,14,22,42,44,21,6
27/11/2020,6,31,32,33,38,44,13,4
26/11/2020,13,18,20,40,44,46,15,9
25/11/2020,2,7,10,12,20,46,16,0
24/11/2020,2,16,26,31,39,47,23,7
23/11/2020,10,11,12,27,32,41,19,2
21/11/2020,10,14,15,18,34,41,44,7
20/11/2020,12,19,20,26,30,40,10,2
19/11/2020,8,14,21,27,36,42,48,4
18/11/2020,13,17,24,27,40,47,38,7
17/11/2020,12,15,27,34,46,47,33,1
16/11/2020,4,20,23,30,40,46,2,2
14/11/2020,3,11,12,13,45,47,24,9
13/11/2020,13,17,31,33,35,38,27,1
12/11/2020,5,17,20,23,29,32,2,1
11/11/2020,13,22,25,26,31,37,39,7
10/11/2020,12,23,25,27,34,44,28,0
9/11/2020,1,8,14,21,25,45,9,7
7/11/2020,17,20,22,30,41,43,16,9
6/11/2020,8,13,22,37,38,49,1,4
5/11/2020,9,15,17,31,38,39,5,2
4/11/2020,1,13,21,36,40,43,49,3
3/11/2020,11,13,17,28,33,41,16,1
2/11/2020,2,8,11,27,38,48,29,3
31/10/2020,10,11,13,23,39,41,5,6
30/10/2020,1,5,15,30,41,47,4,5
29/10/2020,8,11,24,29,30,39,15,9
28/10/2020,9,13,14,18,28,45,33,7
27/10/2020,3,6,21,31,33,39,9,9
26/10/2020,10,19,26,30,42,46,7,6
24/10/2020,7,14,18,24,38,49,25,1
23/10/2020,9,14,15,18,21,36,8,1
22/10/2020,1,4,5,16,23,43,15,0
21/10/2020,9,14,18,29,34,43,23,2
20/10/2020,5,8,10,17,28,46,4,7
19/10/2020,4,6,25,29,32,35,18,5
17/10/2020,10,18,27,34,41,42,29,8
16/10/2020,15,18,24,28,33,39,7,8
15/10/2020,2,15,31,32,38,42,28,9
14/10/2020,3,8,19,25,34,37,7,6
13/10/2020,21,26,33,34,39,41,46,8
12/10/2020,30,39,40,45,46,49,3,4
10/10/2020,11,13,20,25,30,37,15,7
9/10/2020,4,26,33,36,41,46,44,5
8/10/2020,6,11,23,30,44,48,39,5
7/10/2020,5,7,10,27,37,48,17,3
6/10/2020,8,11,26,37,45,48,33,8
5/10/2020,5,17,21,28,29,35,25,6
3/10/2020,2,13,20,36,44,47,7,4
2/10/2020,4,6,9,24,29,49,37,7
1/10/2020,4,5,22,25,27,31,3,0
30/09/2020,5,8,16,33,37,39,38,2
29/09/2020,2,5,31,43,47,49,15,5
28/09/2020,2,3,13,36,41,45,21,9
26/09/2020,1,8,17,27,39,40,7,4
25/09/2020,2,20,32,41,42,45,33,9
24/09/2020,2,5,26,36,41,44,43,0
23/09/2020,3,13,18,23,37,48,47,2
22/09/2020,4,6,18,19,33,39,3,2
21/09/2020,11,13,21,33,42,49,45,5
19/09/2020,1,6,28,29,37,45,2,5
18/09/2020,4,9,23,24,27,38,22,6
17/09/2020,23,24,32,33,34,47,22,5
16/09/2020,1,6,16,19,37,38,43,3
15/09/2020,14,23,25,31,37,47,2,9
14/09/2020,7,9,28,32,40,47,4,4
12/09/2020,17,34,35,40,47,48,3,4
11/09/2020,1,3,10,38,48,49,29,4
10/09/2020,1,13,19,36,38,48,43,8
9/09/2020,14,20,26,28,36,41,10,4
8/09/2020,2,8,18,34,36,38,3,4
7/09/2020,8,27,34,35,43,48,30,6
5/09/2020,10,16,21,24,25,31,41,9
4/09/2020,1,29,30,32,41,46,47,4
3/09/2020,2,10,13,29,30,47,3,0
2/09/2020,6,16,28,43,44,45,48,5
1/09/2020,2,4,15,19,35,46,44,5
31/08/2020,20,24,27,29,38,42,37,7
29/08/2020,14,30,34,35,41,47,45,5
28/08/2020,7,13,17,20,35,40,8,8
27/08/2020,2,4,10,15,25,44,47,9
26/08/2020,10,13,21,39,41,49,35,8
25/08/2020,6,11,22,30,41,48,3,0
24/08/2020,11,18,32,33,36,37,9,7
22/08/2020,1,10,12,15,24,42,8,1
21/08/2020,3,5,12,21,25,37,10,5
20/08/2020,17,19,35,36,38,42,37,3
19/08/2020,1,12,37,39,40,44,18,2
18/08/2020,14,24,26,28,44,47,8,9
17/08/2020,3,11,20,21,30,38,36,9
15/08/2020,6,14,17,18,20,46,10,5
14/08/2020,1,3,11,14,30,37,7,1
13/08/2020,7,10,15,26,34,35,37,9
12/08/2020,7,9,13,21,27,43,22,0
11/08/2020,4,10,14,17,20,39,38,9
10/08/2020,3,26,29,34,42,49,27,4
8/08/2020,6,13,26,37,39,46,7,8
7/08/2020,3,19,22,36,42,47,34,5
6/08/2020,15,16,29,39,41,44,46,1
5/08/2020,8,20,24,27,38,39,4,7
4/08/2020,5,11,13,17,36,47,34,0
3/08/2020,11,28,36,37,45,48,17,7
1/08/2020,4,8,29,34,43,44,49,3
31/07/2020,6,14,17,27,38,43,10,2
30/07/2020,7,10,13,16,37,48,41,7
29/07/2020,1,3,7,23,27,30,47,2
28/07/2020,6,7,9,20,27,30,47,0
27/07/2020,8,22,24,27,29,41,14,2
25/07/2020,1,13,18,26,38,42,15,0
24/07/2020,5,7,9,13,15,23,28,9
23/07/2020,10,12,19,23,33,47,45,1
22/07/2020,1,4,29,33,38,49,41,0
21/07/2020,23,35,40,44,45,49,36,8
20/07/2020,1,16,30,35,37,40,39,3
18/07/2020,2,15,20,31,37,48,3,8
17/07/2020,5,8,11,17,26,40,9,9
16/07/2020,16,20,28,29,34,42,47,2
15/07/2020,14,19,24,28,36,45,48,5
14/07/2020,4,13,16,26,28,41,22,6
13/07/2020,9,11,23,26,42,43,10,5
11/07/2020,3,14,29,37,46,49,30,2
10/07/2020,7,19,22,34,39,47,44,7
9/07/2020,4,15,27,37,38,40,5,9
8/07/2020,7,13,20,23,28,37,18,9
7/07/2020,7,14,19,26,41,46,32,1
6/07/2020,11,26,32,34,40,41,10,3
4/07/2020,10,13,26,32,38,39,37,5
3/07/2020,2,21,25,34,39,44,22,8
2/07/2020,3,6,17,33,35,43,42,5
1/07/2020,4,6,8,21,23,43,45,0
30/06/2020,20,22,29,30,33,37,27,4
29/06/2020,10,20,32,37,40,45,28,1
27/06/2020,2,17,20,21,40,47,46,2
26/06/2020,5,13,33,38,40,43,42,4
25/06/2020,5,18,22,28,33,43,23,2
24/06/2020,19,20,23,38,40,45,27,2
23/06/2020,7,19,20,27,35,44,21,8
22/06/2020,1,3,7,10,11,49,5,8
20/06/2020,2,12,14,16,17,49,18,9
19/06/2020,6,13,22,35,36,47,20,6
18/06/2020,2,3,11,13,37,48,42,1
17/06/2020,9,18,26,36,42,43,28,8
16/06/2020,10,14,15,17,26,45,6,8
15/06/2020,3,4,14,15,28,32,43,5
13/06/2020,6,8,26,32,40,46,42,3
12/06/2020,19,20,21,22,26,30,3,9
11/06/2020,14,16,23,29,34,35,5,4
10/06/2020,8,11,17,32,41,42,34,8
9/06/2020,2,11,12,22,24,35,33,5
8/06/2020,6,8,34,43,45,49,44,5
6/06/2020,23,24,30,39,43,48,2,0
5/06/2020,13,17,19,24,36,39,45,9
4/06/2020,2,4,17,23,29,48,24,7
3/06/2020,8,20,22,34,35,42,6,5
2/06/2020,12,21,29,30,33,36,28,6
1/06/2020,1,4,26,29,33,41,34,3
30/05/2020,4,13,14,35,40,42,1,1
29/05/2020,4,13,17,34,41,46,39,4
28/05/2020,1,4,9,31,32,43,21,9
27/05/2020,6,15,22,23,29,30,17,3
26/05/2020,21,23,28,37,42,44,40,7
25/05/2020,4,13,15,18,19,46,16,2
14/03/2020,14,18,25,28,40,41,34,2
13/03/2020,9,14,15,16,25,42,31,0
12/03/2020,13,15,25,29,35,48,12,6
11/03/2020,13,17,18,21,37,41,29,9
10/03/2020,4,7,11,12,20,27,36,0
9/03/2020,10,13,14,19,36,43,18,3
7/03/2020,14,24,31,39,41,48,5,6
6/03/2020,14,18,20,34,35,38,10,8
5/03/2020,4,7,12,35,38,40,8,1
4/03/2020,3,5,20,30,32,44,6,3
3/03/2020,2,18,26,36,42,49,6,0
2/03/2020,4,8,10,13,22,23,43,1
29/02/2020,5,8,13,43,45,46,44,8
28/02/2020,18,20,31,32,45,46,22,0
27/02/2020,12,17,18,24,27,43,38,4
26/02/2020,3,24,28,34,36,46,25,6
25/02/2020,5,19,26,32,39,46,18,8
24/02/2020,10,21,27,28,39,46,3,3
22/02/2020,2,14,26,37,45,49,33,2
21/02/2020,5,7,11,25,26,35,43,2
20/02/2020,1,5,8,10,37,42,29,1
19/02/2020,21,30,31,36,41,48,4,8
18/02/2020,10,17,29,32,35,46,36,4
17/02/2020,16,29,39,40,44,48,47,9
15/02/2020,2,6,7,35,36,45,48,9
14/02/2020,4,9,14,15,18,45,38,5
13/02/2020,1,5,9,14,28,42,18,3
12/02/2020,3,7,11,34,38,45,19,2
11/02/2020,5,14,17,32,45,46,48,6
10/02/2020,12,14,15,24,39,47,30,7
8/02/2020,9,11,26,33,42,49,5,4
7/02/2020,11,15,18,23,33,45,27,8
6/02/2020,4,11,17,20,45,47,31,8
5/02/2020,3,8,20,43,48,49,10,6
4/02/2020,11,15,18,23,32,34,21,5
3/02/2020,6,13,15,24,32,42,8,1
1/02/2020,7,23,28,42,44,46,47,3
31/01/2020,6,13,22,27,37,43,10,0
30/01/2020,28,30,33,35,36,42,46,3
29/01/2020,21,24,38,41,42,48,19,6
28/01/2020,1,7,8,37,44,46,42,6
27/01/2020,1,5,18,21,27,45,37,6
25/01/2020,6,10,18,24,40,41,28,5
24/01/2020,13,16,25,31,35,43,46,6
23/01/2020,12,16,17,19,27,34,28,8
22/01/2020,10,11,14,34,42,49,4,9
21/01/2020,3,25,28,29,41,43,40,9
20/01/2020,3,15,18,24,47,48,10,0
18/01/2020,7,19,23,28,32,35,9,1
17/01/2020,17,29,39,42,45,46,16,9
16/01/2020,14,32,33,34,36,49,11,7
15/01/2020,1,11,13,14,22,35,23,6
14/01/2020,2,7,22,29,39,41,48,0
13/01/2020,8,17,21,32,35,46,25,7
11/01/2020,5,6,25,33,38,49,48,2
10/01/2020,7,16,17,20,23,39,22,3
9/01/2020,3,9,13,19,33,40,22,0
8/01/2020,11,14,17,24,26,43,32,9
7/01/2020,27,29,32,39,41,45,23,4
6/01/2020,8,16,18,34,36,38,32,0
4/01/2020,11,12,29,37,39,46,13,0
3/01/2020,6,31,33,41,46,47,18,9
2/01/2020,17,20,25,33,37,49,48,2
1/01/2020,5,28,29,43,44,46,23,1
31/12/2019,4,13,17,18,30,49,5,8
30/12/2019,11,16,17,26,37,41,46,3
28/12/2019,2,12,26,30,33,44,41,1
27/12/2019,7,22,23,24,43,49,14,0
26/12/2019,6,20,22,35,38,45,28,5
25/12/2019,1,11,14,30,34,37,23,1
24/12/2019,3,6,33,46,47,49,29,7
23/12/2019,11,21,30,35,39,40,28,3
21/12/2019,8,13,18,25,26,44,15,8
20/12/2019,4,11,15,30,40,45,38,9
19/12/2019,5,37,39,42,43,48,21,9
18/12/2019,18,24,25,26,32,45,35,6
17/12/2019,12,13,17,39,43,49,27,1
16/12/2019,4,11,20,24,26,48,31,6
14/12/2019,1,5,6,27,31,37,3,7
13/12/2019,6,11,26,32,36,42,18,5
12/12/2019,15,18,41,44,45,49,11,4
11/12/2019,9,14,20,30,40,49,44,1
10/12/2019,10,11,12,20,24,36,34,2
9/12/2019,2,20,25,28,29,45,48,4
7/12/2019,23,30,31,37,47,49,38,2
6/12/2019,1,4,7,12,14,49,24,6
5/12/2019,5,7,9,11,21,27,26,2
4/12/2019,11,19,34,35,41,44,24,0
3/12/2019,3,6,27,33,35,37,10,3
2/12/2019,6,8,10,38,42,44,11,4
30/11/2019,6,22,23,34,35,37,7,6
29/11/2019,21,22,31,33,34,40,41,6
28/11/2019,10,11,13,15,35,47,7,0
27/11/2019,6,16,18,33,42,44,10,3
26/11/2019,5,18,38,42,45,48,19,2
25/11/2019,13,15,27,38,40,44,29,8
23/11/2019,15,19,26,32,36,48,49,4
22/11/2019,3,9,11,22,25,38,41,0
21/11/2019,1,8,10,20,21,49,3,8
20/11/2019,11,13,21,23,26,35,15,4
19/11/2019,4,6,18,20,31,41,11,1
18/11/2019,5,21,22,29,39,41,1,8
16/11/2019,12,18,37,41,44,46,33,9
15/11/2019,5,13,18,20,37,48,23,6
14/11/2019,10,13,16,18,25,33,24,5
13/11/2019,5,16,28,32,34,47,49,8
12/11/2019,20,26,32,35,37,39,41,8
11/11/2019,2,25,30,31,32,33,1,7
9/11/2019,7,14,21,45,47,48,35,2
8/11/2019,4,34,35,36,44,45,40,0
7/11/2019,13,14,18,21,31,43,27,2
6/11/2019,4,14,15,39,44,47,36,0
5/11/2019,3,8,29,33,38,40,7,7
4/11/2019,12,19,21,29,32,37,38,1
2/11/2019,4,17,18,38,47,48,31,6
1/11/2019,8,20,21,24,27,45,6,7
31/10/2019,7,20,25,26,32,38,43,8
30/10/2019,3,5,7,29,32,45,14,8
29/10/2019,14,20,28,34,43,49,30,6
28/10/2019,2,8,21,31,35,40,24,3
26/10/2019,4,18,25,28,30,44,48,9
25/10/2019,3,5,16,23,29,30,24,8
24/10/2019,2,3,8,9,12,42,49,5
23/10/2019,1,4,6,17,23,41,24,9
22/10/2019,6,14,29,45,46,49,48,3
21/10/2019,8,12,13,25,36,40,27,5
19/10/2019,4,12,25,26,36,42,33,7
18/10/2019,1,6,12,14,16,35,31,8
17/10/2019,3,8,21,27,31,45,38,5
16/10/2019,3,8,9,25,27,39,44,2
15/10/2019,13,19,21,36,38,42,45,6
14/10/2019,10,21,34,38,45,48,11,7
12/10/2019,4,5,11,22,28,41,36,6
11/10/2019,12,16,18,35,39,44,28,0
10/10/2019,5,11,24,35,46,49,17,5
9/10/2019,22,25,31,34,36,46,45,6
8/10/2019,18,19,34,36,39,48,7,7
7/10/2019,29,30,34,37,39,41,24,3
5/10/2019,5,9,16,30,36,49,39,2
4/10/2019,10,11,13,22,35,44,4,1
3/10/2019,6,8,15,18,38,40,21,0
2/10/2019,3,12,19,20,23,36,39,0
1/10/2019,17,18,24,25,26,46,16,5
30/09/2019,1,6,14,26,33,47,23,8
28/09/2019,25,31,43,44,48,49,27,5
27/09/2019,1,7,8,25,30,37,16,7
26/09/2019,18,20,24,42,47,49,30,8
25/09/2019,4,5,25,39,40,41,30,5
24/09/2019,4,24,28,34,37,45,30,5
23/09/2019,10,13,15,20,30,40,4,8
21/09/2019,2,13,17,22,32,37,20,7
20/09/2019,1,6,10,11,22,43,18,8
19/09/2019,11,22,30,36,42,49,16,4
18/09/2019,10,18,22,32,34,40,35,5
17/09/2019,3,6,7,10,15,31,24,6
16/09/2019,9,13,21,25,44,48,11,6
14/09/2019,5,9,11,12,19,32,47,4
13/09/2019,12,15,21,25,27,34,29,4
12/09/2019,6,14,18,28,31,36,23,3
11/09/2019,6,14,26,40,41,46,22,6
10/09/2019,2,13,16,17,44,49,38,8
9/09/2019,12,14,27,41,42,47,43,2
7/09/2019,6,9,23,31,36,47,27,2
6/09/2019,7,14,16,20,40,49,4,5
5/09/2019,2,3,5,10,24,32,27,7
4/09/2019,7,22,25,39,45,46,8,5
3/09/2019,1,25,30,35,44,46,40,1
2/09/2019,8,9,18,34,40,44,6,1
31/08/2019,5,17,23,32,43,49,31,0
30/08/2019,1,2,10,19,34,41,17,9
29/08/2019,10,13,19,22,26,29,27,3
28/08/2019,4,10,11,17,42,47,6,6
27/08/2019,6,10,16,20,33,47,25,3
26/08/2019,2,31,34,35,41,44,10,6
24/08/2019,25,33,39,41,42,47,11,0
23/08/2019,5,13,27,31,34,41,30,1
22/08/2019,5,12,19,28,35,41,31,1
21/08/2019,18,21,27,37,47,48,11,5
20/08/2019,4,16,20,28,41,48,42,3
19/08/2019,1,19,20,21,33,46,48,1
17/08/2019,10,13,18,21,22,27,31,8
16/08/2019,11,15,30,33,34,40,2,4
15/08/2019,3,8,11,19,37,45,46,9
14/08/2019,8,26,29,38,43,46,12,3
13/08/2019,12,20,21,22,25,30,42,1
12/08/2019,4,17,25,31,32,45,11,4
10/08/2019,4,6,16,26,27,28,43,2
9/08/2019,14,30,39,40,41,47,2,5
8/08/2019,3,8,10,36,37,42,45,1
7/08/2019,17,24,26,33,45,48,30,1
6/08/2019,3,6,14,15,19,37,32,7
5/08/2019,3,5,18,19,21,27,40,2
3/08/2019,4,18,32,34,38,44,8,6
2/08/2019,13,22,39,45,48,49,17,1
1/08/2019,6,13,15,17,24,43,18,2
31/07/2019,12,13,19,27,33,45,14,7
30/07/2019,9,10,26,30,36,43,38,9
29/07/2019,8,18,19,31,40,41,2,1
27/07/2019,7,11,15,34,37,40,5,7
26/07/2019,6,20,22,34,39,45,44,0
25/07/2019,7,9,10,28,34,41,18,8
24/07/2019,4,10,28,44,46,47,2,6
23/07/2019,4,24,31,32,41,42,11,3
22/07/2019,24,25,30,39,41,47,49,1
20/07/2019,2,18,23,31,33,43,37,6
19/07/2019,10,21,27,33,38,46,39,9
18/07/2019,9,14,15,34,46,47,40,4
17/07/2019,2,26,35,41,42,47,37,5
16/07/2019,11,15,26,41,43,44,46,8
15/07/2019,1,9,14,17,25,34,38,0
13/07/2019,7,10,15,17,44,45,22,1
12/07/2019,2,19,23,36,37,49,24,6
11/07/2019,11,15,21,24,38,47,25,4
10/07/2019,2,4,6,25,36,46,32,0
9/07/2019,8,13,20,22,28,49,24,1
8/07/2019,15,20,22,34,46,49,30,1
6/07/2019,11,17,19,21,23,37,13,7
5/07/2019,12,19,21,22,28,29,42,7
4/07/2019,7,14,25,32,38,46,9,4
3/07/2019,9,10,13,25,33,35,43,0
2/07/2019,4,15,21,29,33,47,27,9
1/07/2019,7,8,10,15,31,38,43,7
29/06/2019,4,8,22,27,38,49,25,2
28/06/2019,1,16,22,35,40,41,14,7
27/06/2019,6,22,24,32,33,49,47,5
26/06/2019,13,15,16,18,31,37,41,6
25/06/2019,1,5,12,21,23,49,11,1
24/06/2019,9,19,22,31,39,46,7,4
22/06/2019,13,24,25,31,34,49,8,8
21/06/2019,3,7,16,19,27,32,47,1
20/06/2019,15,24,34,35,36,41,39,2
19/06/2019,13,17,19,20,36,41,27,1
18/06/2019,1,2,18,22,35,38,33,4
17/06/2019,10,27,35,37,45,49,1,6
15/06/2019,8,9,11,25,28,39,33,7
14/06/2019,2,11,23,31,41,43,7,9
13/06/2019,7,32,45,47,48,49,35,7
12/06/2019,2,26,31,35,47,48,18,6
11/06/2019,3,25,33,36,37,47,40,1
10/06/2019,1,24,29,38,41,45,44,8
8/06/2019,14,17,23,27,38,42,44,4
7/06/2019,5,7,25,27,34,43,6,1
6/06/2019,2,4,14,32,34,47,42,8
5/06/2019,4,18,25,36,37,39,21,3
4/06/2019,1,23,24,32,33,34,48,3
3/06/2019,18,24,27,40,43,49,30,8
1/06/2019,4,9,25,30,42,46,27,6
31/05/2019,3,5,7,27,32,46,49,0
30/05/2019,2,9,13,22,23,32,4,3
29/05/2019,5,6,16,31,32,43,38,9
28/05/2019,13,26,27,33,40,44,34,9
27/05/2019,1,5,14,17,30,44,11,4
25/05/2019,1,12,17,28,38,47,45,2
24/05/2019,1,9,11,17,22,47,43,4
23/05/2019,16,20,24,32,43,48,7,3
22/05/2019,5,9,31,32,36,42,40,4
21/05/2019,9,14,22,25,29,45,28,4
20/05/2019,13,28,29,30,44,46,6,3
18/05/2019,6,22,36,37,42,49,33,7
17/05/2019,16,30,36,38,39,44,1,6
16/05/2019,16,24,30,37,42,45,23,4
15/05/2019,7,16,26,29,32,47,24,2
14/05/2019,2,22,23,26,33,48,30,4
13/05/2019,10,19,35,36,46,48,16,4
11/05/2019,2,13,18,32,37,42,22,9
10/05/2019,26,27,28,35,37,39,46,6
9/05/2019,1,11,21,30,32,39,38,6
8/05/2019,13,31,39,40,42,44,4,1
7/05/2019,7,10,11,27,45,47,16,7
6/05/2019,4,13,18,35,39,42,26,4
4/05/2019,9,15,17,24,41,46,4,8
3/05/2019,3,23,27,30,40,48,14,8
2/05/2019,2,8,12,22,25,27,48,8
1/05/2019,5,8,29,35,36,47,10,3
30/04/2019,4,8,17,25,33,37,42,3
29/04/2019,2,5,6,9,21,46,34,5
27/04/2019,3,12,15,32,43,48,37,5
26/04/2019,1,3,22,28,33,42,8,7
25/04/2019,7,14,16,20,26,47,21,4
24/04/2019,9,15,17,25,28,41,36,0
23/04/2019,5,9,12,14,34,41,4,2
22/04/2019,2,5,10,13,16,29,30,9
20/04/2019,3,5,17,18,27,44,6,4
19/04/2019,6,9,24,37,43,47,3,5
18/04/2019,13,14,31,33,48,49,20,3
17/04/2019,2,10,14,15,43,47,26,2
16/04/2019,10,32,36,38,45,46,21,4
15/04/2019,4,9,13,15,22,24,45,7
13/04/2019,2,9,16,20,24,44,38,3
12/04/2019,9,21,22,42,44,47,27,0
11/04/2019,7,10,20,28,35,48,46,2
10/04/2019,1,9,14,21,35,48,42,3
9/04/2019,24,30,33,34,37,40,26,9
8/04/2019,3,21,23,31,33,39,18,9
6/04/2019,4,20,21,26,30,35,45,9
5/04/2019,7,10,18,20,33,35,39,9
4/04/2019,8,10,20,24,28,42,31,0
3/04/2019,1,22,24,26,27,48,40,4
2/04/2019,1,24,33,39,40,49,35,6
1/04/2019,2,11,14,19,27,47,13,9
30/03/2019,6,13,17,33,47,48,24,0
29/03/2019,4,15,19,31,48,49,7,6
28/03/2019,5,6,14,18,46,47,21,1
27/03/2019,2,13,18,21,36,40,15,6
26/03/2019,11,14,16,26,36,45,5,0
25/03/2019,7,13,16,20,28,31,10,3
23/03/2019,1,4,5,27,30,43,19,9
22/03/2019,5,23,35,37,40,44,32,6
21/03/2019,3,10,25,35,36,47,9,5
20/03/2019,4,19,23,37,44,48,36,3
19/03/2019,5,12,17,34,44,48,6,5
18/03/2019,9,18,19,20,22,40,32,3
16/03/2019,4,5,9,14,32,49,30,7
15/03/2019,9,19,29,34,35,37,8,0
14/03/2019,16,21,27,28,29,47,6,3
13/03/2019,2,15,16,27,46,49,21,5
12/03/2019,3,8,24,28,44,45,20,9
11/03/2019,11,12,16,25,28,42,2,3
9/03/2019,3,4,15,35,40,41,23,1
8/03/2019,5,9,28,32,35,38,23,9
7/03/2019,5,8,12,36,37,39,29,0
6/03/2019,8,10,11,15,46,48,29,0
5/03/2019,17,18,25,33,42,46,32,9
4/03/2019,3,4,6,27,35,48,36,5
2/03/2019,12,16,17,29,35,41,47,4
1/03/2019,3,6,15,40,41,44,36,8
28/02/2019,4,21,26,27,35,47,14,2
27/02/2019,9,19,23,33,44,45,36,5
26/02/2019,2,6,20,24,32,41,47,2
25/02/2019,4,6,15,26,42,49,41,7
23/02/2019,3,14,37,38,45,47,4,5
22/02/2019,2,14,17,18,32,44,30,3
21/02/2019,4,9,17,33,37,40,27,4
20/02/2019,8,24,32,36,44,48,17,5
19/02/2019,3,9,23,25,33,35,45,7
18/02/2019,14,17,26,30,36,45,2,4
16/02/2019,6,13,38,40,42,47,10,0
15/02/2019,4,12,16,28,40,41,17,1
14/02/2019,9,12,16,23,36,47,46,2
13/02/2019,28,38,39,40,48,49,13,1
12/02/2019,9,13,28,30,31,49,47,3
11/02/2019,2,9,14,31,40,46,37,1
9/02/2019,2,14,17,22,41,49,47,3
8/02/2019,2,8,13,32,44,48,25,2
7/02/2019,1,11,15,17,38,39,2,4
6/02/2019,9,30,37,41,43,44,20,4
5/02/2019,1,19,26,38,40,44,10,7
4/02/2019,10,12,19,34,36,41,5,2
2/02/2019,10,12,18,20,24,45,40,1
1/02/2019,5,9,18,34,37,48,14,0
31/01/2019,17,19,24,36,41,46,47,3
30/01/2019,2,3,4,7,20,48,41,9
29/01/2019,5,18,22,39,41,45,31,1
28/01/2019,1,2,7,17,19,46,47,7
26/01/2019,22,24,30,33,37,40,39,8
25/01/2019,2,5,32,33,46,47,37,1
24/01/2019,17,29,35,42,44,49,40,7
23/01/2019,22,25,27,30,48,49,24,8
22/01/2019,18,23,35,44,45,47,27,8
21/01/2019,1,8,10,15,41,49,39,6
19/01/2019,10,20,24,27,29,41,45,1
18/01/2019,11,13,20,30,42,46,21,9
17/01/2019,1,14,20,34,35,49,45,8
16/01/2019,12,33,40,45,46,47,41,2
15/01/2019,13,27,33,41,43,48,49,0
14/01/2019,9,12,17,18,44,48,24,7
12/01/2019,4,16,26,35,39,45,40,7
11/01/2019,2,19,28,29,44,46,11,0
10/01/2019,6,11,18,27,44,45,29,1
9/01/2019,13,14,19,34,46,49,42,6
8/01/2019,5,19,30,31,39,41,25,8
7/01/2019,6,8,38,41,42,43,48,7
5/01/2019,7,10,16,20,28,42,47,7
4/01/2019,6,8,23,28,43,48,12,6
3/01/2019,5,12,34,35,39,47,48,7
2/01/2019,5,7,10,34,46,49,6,3
1/01/2019,9,16,27,32,43,44,14,5
31/12/2018,1,4,28,31,42,49,39,8
29/12/2018,4,5,12,13,21,40,14,0
28/12/2018,17,29,30,31,37,49,2,4
27/12/2018,14,19,25,37,39,48,9,1
26/12/2018,5,18,21,23,27,43,30,5
25/12/2018,1,3,13,35,45,46,17,1
24/12/2018,7,18,19,28,37,44,23,6
22/12/2018,1,17,23,27,35,36,15,2
21/12/2018,2,12,17,33,34,38,14,0
20/12/2018,2,12,18,30,46,47,15,8
19/12/2018,8,20,28,37,40,45,6,9
18/12/2018,1,27,32,34,37,42,16,2
17/12/2018,1,2,8,25,28,35,48,5
15/12/2018,1,5,17,23,33,39,36,7
14/12/2018,1,17,25,27,43,45,7,4
13/12/2018,5,9,11,14,22,29,3,7
12/12/2018,14,29,40,41,42,47,34,3
11/12/2018,7,18,20,21,33,37,45,9
10/12/2018,8,9,10,12,30,31,22,0
8/12/2018,1,24,25,30,33,38,2,2
7/12/2018,7,19,29,34,39,41,4,1
6/12/2018,6,17,21,27,37,47,16,4
5/12/2018,6,14,28,29,36,37,48,4
4/12/2018,2,7,9,16,17,48,49,8
3/12/2018,5,17,19,22,25,46,38,7
1/12/2018,9,16,18,33,38,48,34,0
30/11/2018,1,11,13,29,33,34,3,9
29/11/2018,10,14,15,27,33,49,11,0
28/11/2018,3,16,35,36,40,49,44,5
27/11/2018,2,3,19,23,36,47,39,5
26/11/2018,18,37,39,40,48,49,43,9
24/11/2018,1,11,30,32,39,41,15,0
23/11/2018,8,11,25,26,33,44,1,6
22/11/2018,9,12,16,37,44,46,49,7
21/11/2018,2,16,18,29,35,48,17,9
20/11/2018,1,15,22,25,35,45,34,0
19/11/2018,19,28,32,43,47,49,11,1
17/11/2018,15,17,22,26,36,39,46,7
16/11/2018,1,16,26,29,38,41,7,1
15/11/2018,6,11,14,29,35,45,2,1
14/11/2018,1,8,12,24,28,39,2,1
13/11/2018,5,14,15,17,22,36,39,5
12/11/2018,5,13,18,27,36,46,4,8
10/11/2018,3,9,10,42,48,49,8,8
9/11/2018,2,10,22,38,41,46,42,8
