FECHA,N1,N2,N3,N4,N5,N6,COMPLEMENTARIO,REINTEGRO
8/11/2018,1,3,20,28,35,45,33,7
7/11/2018,7,11,14,28,46,47,10,8
6/11/2018,6,9,16,31,35,46,20,7
5/11/2018,5,17,22,26,37,44,24,5
3/11/2018,18,33,39,41,45,49,40,7
2/11/2018,8,15,22,31,36,40,27,4
1/11/2018,4,16,24,35,42,44,30,2
31/10/2018,4,8,14,15,31,38,6,0
30/10/2018,4,11,29,41,46,47,48,1
29/10/2018,2,5,9,18,33,40,8,3
27/10/2018,12,13,17,32,35,47,7,3
26/10/2018,10,19,23,30,37,38,9,7
25/10/2018,2,8,15,25,27,49,36,3
24/10/2018,9,22,23,27,30,44,3,6
23/10/2018,3,17,20,21,36,44,26,0
22/10/2018,4,10,19,22,31,48,27,9
20/10/2018,8,9,23,27,34,46,11,3
19/10/2018,7,14,19,36,38,44,15,2
18/10/2018,21,28,30,33,46,47,35,3
17/10/2018,9,17,18,19,27,39,15,4
16/10/2018,4,5,26,28,34,43,6,3
15/10/2018,1,2,20,26,28,48,39,5
13/10/2018,3,23,24,43,45,46,22,6
12/10/2018,1,14,32,38,41,46,4,9
11/10/2018,2,4,15,29,30,49,34,2
10/10/2018,2,11,21,31,36,48,33,4
9/10/2018,9,18,30,34,45,49,38,0
8/10/2018,8,16,22,29,32,35,12,7
6/10/2018,2,8,12,22,39,48,44,4
5/10/2018,2,5,19,21,22,35,1,3
4/10/2018,1,15,16,18,31,39,20,6
3/10/2018,11,15,16,32,40,41,29,9
2/10/2018,5,15,18,28,34,46,33,9
1/10/2018,1,7,9,22,27,44,16,2
29/09/2018,2,19,30,32,35,49,4,3
28/09/2018,1,5,9,19,44,48,42,0
27/09/2018,4,11,20,30,41,44,46,9
26/09/2018,24,25,30,35,36,44,41,3
25/09/2018,14,21,22,27,38,47,1,2
24/09/2018,2,4,11,17,40,45,3,8
22/09/2018,10,21,30,33,38,40,44,4
21/09/2018,10,12,15,35,47,49,18,3
20/09/2018,3,8,29,31,46,49,39,9
19/09/2018,26,27,29,30,31,39,44,9
18/09/2018,9,11,21,27,28,29,3,7
17/09/2018,3,22,25,35,41,48,46,3
15/09/2018,2,5,17,20,22,43,19,3
14/09/2018,8,10,11,33,44,47,14,8
13/09/2018,11,12,17,25,35,47,2,3
12/09/2018,3,9,11,20,44,46,5,0
11/09/2018,8,27,30,36,39,45,42,9
10/09/2018,6,8,25,30,41,45,22,7
8/09/2018,4,24,40,43,47,49,2,9
7/09/2018,11,14,25,30,41,49,35,5
6/09/2018,7,10,17,30,36,46,39,4
5/09/2018,10,13,16,37,46,47,9,1
4/09/2018,13,20,21,29,34,35,33,4
3/09/2018,5,13,32,33,36,46,18,7
1/09/2018,7,13,28,30,37,39,19,2
31/08/2018,2,11,19,25,41,44,40,7
30/08/2018,3,4,5,25,34,36,30,8
29/08/2018,3,6,15,21,44,45,40,4
28/08/2018,16,18,24,27,30,33,34,3
27/08/2018,4,7,23,36,38,47,9,8
25/08/2018,18,19,20,38,44,47,17,9
24/08/2018,4,12,13,15,37,45,22,2
23/08/2018,10,16,32,39,42,46,45,2
22/08/2018,2,9,10,33,38,40,18,4
21/08/2018,4,6,7,25,28,45,36,9
20/08/2018,11,14,19,29,30,31,48,8
18/08/2018,1,4,30,33,34,49,32,9
17/08/2018,8,9,14,21,28,46,49,0
16/08/2018,3,23,27,28,29,32,24,7
15/08/2018,4,5,24,34,43,45,37,8
14/08/2018,5,6,10,15,24,36,43,8
13/08/2018,10,21,22,36,39,47,28,2
11/08/2018,4,5,10,13,32,43,39,6
10/08/2018,10,23,29,38,41,49,39,8
9/08/2018,1,18,19,21,24,29,28,6
8/08/2018,3,12,15,20,23,45,44,0
7/08/2018,19,20,22,28,42,43,12,7
6/08/2018,3,6,7,11,25,26,18,7
4/08/2018,8,10,17,34,38,44,15,5
3/08/2018,3,5,10,12,38,42,16,2
2/08/2018,2,5,8,10,17,33,12,2
1/08/2018,2,21,26,30,33,36,39,1
31/07/2018,1,2,8,20,22,48,40,5
30/07/2018,1,3,16,19,33,43,34,1
28/07/2018,7,8,18,40,43,49,13,5
27/07/2018,14,15,30,39,44,45,28,4
26/07/2018,12,25,36,37,39,46,44,6
25/07/2018,18,25,35,39,46,47,15,1
24/07/2018,18,22,25,27,38,44,29,1
23/07/2018,5,23,25,27,31,47,41,0
21/07/2018,18,20,23,36,40,47,3,2
20/07/2018,12,20,21,25,35,44,16,4
19/07/2018,5,10,13,30,39,46,41,3
18/07/2018,2,5,7,12,28,41,16,5
17/07/2018,5,15,21,34,38,43,16,1
16/07/2018,4,20,31,33,39,46,17,4
14/07/2018,18,24,30,37,38,40,26,2
13/07/2018,4,10,29,34,39,43,35,9
12/07/2018,7,12,21,38,41,49,39,7
11/07/2018,5,15,20,23,36,46,41,1
10/07/2018,15,16,19,33,46,49,47,4
9/07/2018,7,31,33,34,43,45,28,5
7/07/2018,3,4,21,24,40,47,17,2
6/07/2018,5,8,10,32,35,36,11,0
5/07/2018,23,25,39,43,45,48,4,1
4/07/2018,5,12,20,41,44,45,43,9
3/07/2018,10,18,19,29,31,48,32,5
2/07/2018,20,29,32,40,41,43,45,6
30/06/2018,12,18,27,29,30,36,45,2
29/06/2018,10,12,13,20,30,47,9,3
28/06/2018,2,18,20,25,29,48,45,0
27/06/2018,19,24,25,39,40,41,8,8
26/06/2018,15,19,20,25,27,38,46,0
25/06/2018,12,13,14,33,44,46,10,9
23/06/2018,10,14,27,29,34,39,12,8
22/06/2018,12,15,19,38,43,46,14,4
21/06/2018,2,5,8,19,22,36,48,4
20/06/2018,3,16,28,38,43,47,33,4
19/06/2018,8,12,20,21,29,32,45,5
18/06/2018,13,21,23,24,25,41,38,5
16/06/2018,4,30,33,34,38,40,35,9
15/06/2018,2,5,7,24,27,46,10,6
14/06/2018,1,2,16,30,33,47,26,8
13/06/2018,2,8,9,19,32,42,7,2
12/06/2018,6,26,34,35,38,45,30,0
11/06/2018,22,28,31,33,36,37,5,4
9/06/2018,17,21,35,36,38,46,8,6
8/06/2018,11,12,14,43,45,46,34,2
7/06/2018,2,6,12,19,27,30,15,8
6/06/2018,2,4,20,24,26,35,49,1
5/06/2018,20,22,37,38,40,45,3,2
4/06/2018,3,5,17,26,38,40,36,7
2/06/2018,6,22,28,35,46,48,42,6
1/06/2018,1,5,11,19,33,36,49,1
31/05/2018,1,27,32,40,46,47,14,2
30/05/2018,17,23,24,28,32,33,40,6
29/05/2018,8,14,22,33,36,42,32,3
28/05/2018,6,7,12,19,41,44,29,0
26/05/2018,16,20,28,39,43,49,47,1
25/05/2018,1,28,29,31,39,40,45,0
24/05/2018,2,16,22,24,28,35,1,2
23/05/2018,13,15,25,30,33,35,43,2
22/05/2018,8,16,22,30,31,36,45,1
21/05/2018,3,13,14,29,46,47,9,1
19/05/2018,2,25,32,36,47,49,7,8
18/05/2018,15,22,28,34,38,49,6,9
17/05/2018,1,7,19,29,31,39,43,5
16/05/2018,5,13,31,38,45,48,44,9
15/05/2018,7,10,15,17,31,49,34,6
14/05/2018,9,10,13,17,37,47,21,5
12/05/2018,9,11,14,31,40,49,30,3
11/05/2018,1,19,25,29,33,36,40,8
10/05/2018,14,19,36,37,38,40,26,8
9/05/2018,3,6,21,22,24,48,17,4
8/05/2018,1,4,7,8,17,46,29,4
7/05/2018,2,20,22,29,30,45,42,5
5/05/2018,6,11,27,37,38,45,2,9
4/05/2018,1,10,27,28,31,47,11,0
3/05/2018,4,19,31,35,38,48,41,2
2/05/2018,8,12,15,17,26,45,39,3
1/05/2018,6,16,21,24,33,47,19,9
30/04/2018,5,10,12,17,25,33,7,6
28/04/2018,10,21,24,26,27,36,34,5
27/04/2018,4,25,29,30,36,42,11,5
26/04/2018,6,16,27,28,31,34,25,5
25/04/2018,3,6,7,10,24,47,31,2
24/04/2018,1,3,14,16,39,49,30,1
23/04/2018,4,11,20,24,37,38,5,5
21/04/2018,16,20,27,41,44,45,28,9
20/04/2018,7,15,18,19,22,37,23,0
19/04/2018,3,5,6,11,35,46,32,7
18/04/2018,5,11,29,33,34,37,26,5
17/04/2018,4,5,26,28,31,44,35,4
16/04/2018,9,12,17,19,23,42,47,1
14/04/2018,11,24,28,31,32,44,36,7
13/04/2018,28,32,34,37,43,49,10,8
12/04/2018,6,15,16,32,41,47,18,3
11/04/2018,1,13,14,37,39,40,11,0
10/04/2018,8,11,17,23,37,44,16,4
9/04/2018,2,21,22,29,40,44,15,0
7/04/2018,9,28,40,42,43,47,37,2
6/04/2018,1,2,7,14,28,36,27,3
5/04/2018,5,8,15,19,33,47,14,4
4/04/2018,3,4,6,22,29,35,24,1
3/04/2018,9,23,31,37,45,47,19,3
2/04/2018,1,8,25,28,31,33,7,7
31/03/2018,15,22,28,29,40,48,2,5
30/03/2018,1,5,7,14,23,32,43,0
29/03/2018,9,16,25,36,37,38,23,8
28/03/2018,2,9,14,21,27,48,41,7
27/03/2018,18,22,28,33,35,38,11,7
26/03/2018,1,13,20,26,41,48,19,4
24/03/2018,23,27,29,39,43,48,21,3
23/03/2018,8,19,24,26,33,37,25,7
22/03/2018,19,26,34,35,43,45,22,8
21/03/2018,4,6,23,33,40,41,14,1
20/03/2018,2,6,18,19,25,30,31,2
19/03/2018,4,7,20,24,26,45,46,2
17/03/2018,4,9,23,31,37,45,30,8
16/03/2018,5,11,15,18,20,21,44,2
15/03/2018,6,9,16,19,37,39,49,6
14/03/2018,11,14,33,35,38,48,45,3
13/03/2018,27,31,33,37,44,46,6,0
12/03/2018,2,23,24,31,33,39,20,4
10/03/2018,10,14,26,43,46,48,29,3
9/03/2018,5,23,25,33,37,49,8,0
8/03/2018,6,16,23,29,46,47,10,7
7/03/2018,1,3,10,23,30,48,8,3
6/03/2018,11,23,25,32,46,49,30,1
5/03/2018,1,15,23,24,36,49,31,0
3/03/2018,1,5,6,16,24,29,34,2
2/03/2018,21,28,30,37,43,45,39,8
1/03/2018,19,33,35,36,38,39,11,1
28/02/2018,3,4,30,39,45,47,15,4
27/02/2018,15,27,37,39,43,49,19,2
26/02/2018,5,6,14,27,46,47,48,7
24/02/2018,1,18,33,38,48,49,29,0
23/02/2018,13,18,21,24,28,37,41,1
22/02/2018,2,14,18,23,42,47,24,7
21/02/2018,4,9,25,32,42,46,18,1
20/02/2018,13,23,25,34,37,48,14,4
19/02/2018,7,12,22,25,32,41,18,2
17/02/2018,1,8,15,37,42,44,48,2
16/02/2018,9,21,22,30,34,43,36,4
15/02/2018,3,12,18,26,28,37,30,9
14/02/2018,1,10,25,27,32,39,19,5
13/02/2018,9,18,23,34,39,49,45,4
12/02/2018,8,10,16,18,20,41,11,9
10/02/2018,2,22,40,42,45,48,34,3
9/02/2018,10,11,12,31,33,34,37,3
8/02/2018,12,27,35,38,47,48,25,9
7/02/2018,9,17,20,40,43,46,24,9
6/02/2018,1,2,10,19,22,32,30,7
5/02/2018,15,18,29,36,37,46,10,5
3/02/2018,8,17,34,45,48,49,19,9
2/02/2018,3,16,26,27,44,46,2,0
1/02/2018,10,15,16,22,27,29,24,6
31/01/2018,4,9,14,27,34,36,32,7
30/01/2018,4,11,13,28,45,47,23,3
29/01/2018,1,14,31,36,38,40,18,8
27/01/2018,2,13,27,34,41,46,1,4
26/01/2018,3,7,22,35,41,44,34,6
25/01/2018,1,3,10,23,46,47,35,9
24/01/2018,6,20,31,40,44,46,49,3
23/01/2018,2,14,20,40,47,49,22,2
22/01/2018,3,12,14,15,21,28,17,7
20/01/2018,2,19,28,35,37,43,25,8
19/01/2018,13,18,30,31,37,40,36,8
18/01/2018,10,15,20,25,39,41,11,1
17/01/2018,11,15,18,34,39,41,21,0
16/01/2018,2,10,19,30,32,34,3,8
15/01/2018,9,18,24,28,35,41,49,0
13/01/2018,20,21,22,24,34,44,4,5
12/01/2018,12,19,21,24,25,31,29,0
11/01/2018,8,10,13,16,24,38,19,7
10/01/2018,1,12,15,21,31,45,17,4
9/01/2018,7,23,24,29,34,47,6,6
8/01/2018,2,14,16,25,46,49,39,0
6/01/2018,1,5,11,16,27,31,24,2
5/01/2018,9,17,19,25,38,42,48,7
4/01/2018,9,23,26,32,35,40,39,9
3/01/2018,7,10,13,25,30,31,1,8
2/01/2018,2,16,17,31,35,48,46,9
1/01/2018,1,12,17,21,25,27,9,8
30/12/2017,4,9,26,28,37,43,21,0
29/12/2017,11,17,18,34,35,37,29,0
28/12/2017,13,18,21,24,33,41,23,0
27/12/2017,2,8,14,21,24,36,1,3
26/12/2017,17,23,27,45,48,49,44,2
25/12/2017,3,18,20,35,38,46,7,0
23/12/2017,23,28,30,38,45,48,32,1
22/12/2017,3,14,16,17,31,46,2,9
21/12/2017,10,22,23,25,36,37,15,4
20/12/2017,24,28,36,38,41,42,1,6
19/12/2017,2,19,23,33,35,45,20,5
18/12/2017,20,32,33,45,47,49,19,3
16/12/2017,13,27,34,35,42,48,45,1
15/12/2017,8,10,15,27,41,43,30,7
14/12/2017,15,20,23,24,34,46,45,0
13/12/2017,11,12,33,36,37,44,4,8
12/12/2017,2,3,9,16,48,49,18,8
11/12/2017,3,22,27,32,33,45,29,5
9/12/2017,2,21,26,32,44,46,20,8
8/12/2017,5,9,10,14,41,42,46,8
7/12/2017,12,16,19,23,32,49,3,8
6/12/2017,21,27,29,39,44,45,14,2
5/12/2017,2,9,10,23,33,42,1,7
4/12/2017,5,30,36,38,41,45,20,5
2/12/2017,3,16,19,27,31,37,23,2
1/12/2017,9,17,19,23,37,44,38,2
30/11/2017,4,6,15,21,33,47,13,2
29/11/2017,3,7,9,14,29,40,22,2
28/11/2017,1,4,23,25,28,48,33,7
27/11/2017,4,6,7,12,16,23,1,1
25/11/2017,5,8,25,29,34,40,2,7
24/11/2017,4,6,23,31,44,45,3,4
23/11/2017,7,14,18,21,23,49,9,9
22/11/2017,4,13,16,22,32,36,30,6
21/11/2017,7,32,34,35,41,49,30,1
20/11/2017,10,19,29,34,40,42,43,6
18/11/2017,16,20,36,37,38,39,5,3
17/11/2017,9,10,33,40,41,42,21,3
16/11/2017,7,15,17,30,32,42,43,4
15/11/2017,2,10,37,39,45,46,48,9
14/11/2017,8,9,14,36,37,39,7,0
13/11/2017,2,19,40,45,47,48,28,0
11/11/2017,11,13,15,24,36,43,19,6
10/11/2017,6,24,32,46,47,48,4,6
9/11/2017,1,9,10,19,23,28,45,8
8/11/2017,12,18,21,29,39,48,43,3
7/11/2017,7,8,13,29,35,36,28,5
6/11/2017,5,19,42,43,46,49,41,6
4/11/2017,3,6,23,28,40,42,22,3
3/11/2017,2,6,10,27,44,47,42,0
2/11/2017,1,8,13,19,21,40,2,4
1/11/2017,3,26,35,36,44,48,7,8
31/10/2017,7,12,13,14,24,47,20,7
30/10/2017,1,2,15,34,43,49,41,5
28/10/2017,5,9,19,26,29,34,27,0
27/10/2017,7,11,19,21,33,35,43,3
26/10/2017,4,30,33,36,39,44,46,7
25/10/2017,4,10,28,36,45,48,41,3
24/10/2017,1,15,19,25,33,38,8,0
23/10/2017,18,21,40,42,46,48,22,2
21/10/2017,17,21,34,35,45,48,22,4
20/10/2017,11,13,20,29,36,37,6,8
19/10/2017,3,6,14,27,31,32,34,6
18/10/2017,3,13,19,32,34,43,33,1
17/10/2017,1,2,21,36,39,46,48,5
16/10/2017,1,5,11,12,23,36,22,7
14/10/2017,2,24,30,33,34,38,43,8
13/10/2017,1,2,5,8,22,37,28,2
12/10/2017,1,21,39,40,41,45,23,8
11/10/2017,5,19,21,30,36,47,41,1
10/10/2017,10,27,31,32,38,49,46,9
9/10/2017,4,11,35,44,45,48,37,8
7/10/2017,2,3,15,27,36,48,22,5
6/10/2017,4,18,26,30,39,47,22,4
5/10/2017,19,23,39,46,48,49,24,2
4/10/2017,2,7,17,20,22,46,40,5
3/10/2017,11,28,30,36,39,45,15,8
2/10/2017,2,11,22,31,34,44,15,0
30/09/2017,1,4,6,25,30,45,24,1
29/09/2017,1,14,21,27,44,45,30,5
28/09/2017,1,4,16,28,32,42,40,2
27/09/2017,12,19,25,40,43,47,20,0
26/09/2017,13,15,18,29,30,44,38,5
25/09/2017,1,24,25,32,34,41,36,1
23/09/2017,17,26,37,44,45,49,21,1
22/09/2017,1,12,19,28,37,48,23,7
21/09/2017,5,6,13,30,33,43,31,4
20/09/2017,6,23,25,31,33,40,11,7
19/09/2017,1,8,9,22,23,31,29,2
18/09/2017,1,7,11,20,37,42,33,3
16/09/2017,4,19,21,23,29,42,8,3
15/09/2017,13,24,41,42,48,49,10,1
14/09/2017,1,9,28,30,41,44,12,2
13/09/2017,3,17,20,25,30,48,7,1
12/09/2017,3,19,27,39,40,43,1,5
11/09/2017,15,20,28,32,46,49,3,3
9/09/2017,23,25,34,35,37,42,49,4
8/09/2017,1,12,27,32,37,40,15,0
7/09/2017,2,14,20,26,36,37,28,0
6/09/2017,6,9,10,22,37,43,33,0
5/09/2017,15,16,18,29,45,48,40,9
4/09/2017,3,24,32,35,43,48,2,5
2/09/2017,2,4,6,18,35,48,31,8
1/09/2017,23,33,34,36,38,39,40,6
31/08/2017,3,22,23,27,41,42,48,8
30/08/2017,6,11,15,22,34,36,27,1
29/08/2017,4,8,19,21,32,43,29,6
28/08/2017,8,15,27,33,42,46,2,7
26/08/2017,4,5,11,12,22,40,26,6
25/08/2017,3,7,18,22,28,32,20,4
24/08/2017,5,15,18,31,36,43,41,2
23/08/2017,1,7,9,16,23,45,20,2
22/08/2017,16,18,30,33,39,47,26,6
21/08/2017,5,25,27,30,31,40,37,7
19/08/2017,6,11,12,13,24,47,8,3
18/08/2017,4,16,19,22,25,32,41,4
17/08/2017,9,15,19,28,39,47,27,0
16/08/2017,9,24,31,33,38,46,22,1
15/08/2017,7,13,23,30,37,49,4,3
14/08/2017,18,19,27,30,33,39,10,4
12/08/2017,3,4,7,18,24,34,42,9
11/08/2017,5,7,30,43,45,48,42,1
10/08/2017,1,26,36,38,42,44,48,6
9/08/2017,4,20,25,30,47,48,8,5
8/08/2017,5,12,16,19,36,48,1,1
7/08/2017,8,13,22,34,35,45,9,3
5/08/2017,5,8,16,29,30,41,2,7
4/08/2017,11,16,22,34,43,49,18,7
3/08/2017,4,9,20,21,26,40,34,1
2/08/2017,9,17,21,22,32,34,7,8
1/08/2017,9,11,12,14,19,26,35,4
31/07/2017,1,6,12,13,22,36,27,1
29/07/2017,16,19,22,42,46,48,4,1
28/07/2017,1,14,19,22,31,43,4,4
27/07/2017,2,12,18,20,26,28,13,1
26/07/2017,6,13,15,17,28,33,47,6
25/07/2017,7,12,18,28,39,45,1,4
24/07/2017,7,12,15,28,39,48,23,9
22/07/2017,11,12,15,29,44,46,14,6
21/07/2017,2,18,29,35,37,44,10,5
20/07/2017,13,27,29,36,47,48,40,4
19/07/2017,2,4,10,14,26,37,38,0
18/07/2017,2,6,10,21,28,47,37,1
17/07/2017,13,23,25,34,36,49,44,3
15/07/2017,1,19,30,31,37,42,44,9
14/07/2017,2,8,15,32,43,48,35,9
13/07/2017,9,20,27,30,36,47,18,6
12/07/2017,1,7,14,19,35,39,37,8
11/07/2017,4,12,14,15,23,46,17,7
10/07/2017,7,19,21,23,26,47,48,4
8/07/2017,31,39,43,45,48,49,38,9
7/07/2017,15,19,22,35,44,46,48,5
6/07/2017,1,10,33,37,40,47,28,1
5/07/2017,4,10,15,17,26,28,47,1
4/07/2017,3,5,7,18,35,44,47,0
3/07/2017,15,20,25,43,46,48,5,7
1/07/2017,10,14,17,27,31,48,41,9
30/06/2017,11,20,25,36,40,42,2,6
29/06/2017,3,4,5,12,20,29,22,8
28/06/2017,2,3,31,41,46,49,25,1
27/06/2017,2,3,30,35,36,40,11,5
26/06/2017,5,15,20,32,37,38,46,4
24/06/2017,16,30,31,37,38,41,39,8
23/06/2017,2,3,12,15,29,30,24,3
22/06/2017,1,2,23,25,37,49,40,9
21/06/2017,6,11,18,34,40,41,39,7
20/06/2017,2,16,21,23,25,26,18,2
19/06/2017,2,11,19,29,35,49,37,7
17/06/2017,11,16,27,28,32,41,44,1
16/06/2017,16,21,31,33,39,42,12,1
15/06/2017,13,14,23,26,40,46,10,7
14/06/2017,2,3,12,37,43,47,30,5
13/06/2017,5,8,10,41,46,48,37,1
12/06/2017,4,5,24,41,42,45,7,5
10/06/2017,6,13,24,29,41,49,30,1
9/06/2017,9,28,37,39,41,45,31,3
8/06/2017,1,8,12,15,21,37,26,4
7/06/2017,2,5,13,16,31,35,33,0
6/06/2017,4,11,16,33,36,47,14,5
5/06/2017,6,8,18,33,45,49,44,3
3/06/2017,3,26,32,43,44,48,24,1
2/06/2017,8,19,23,31,39,43,13,3
1/06/2017,13,28,30,34,37,42,41,8
31/05/2017,19,23,24,26,27,34,18,6
30/05/2017,6,10,12,22,45,47,13,5
29/05/2017,5,6,11,12,40,48,39,6
27/05/2017,2,4,20,24,29,45,30,2
26/05/2017,2,6,13,29,31,36,20,0
25/05/2017,1,13,15,25,36,45,2,3
24/05/2017,3,11,12,14,29,33,30,5
23/05/2017,1,23,28,41,48,49,13,5
22/05/2017,1,7,14,15,20,24,42,3
20/05/2017,2,26,29,32,39,42,1,7
19/05/2017,5,12,24,26,42,46,43,6
18/05/2017,12,21,37,40,41,46,16,2
17/05/2017,3,4,10,11,42,46,49,7
16/05/2017,9,15,27,36,42,49,37,4
15/05/2017,6,8,21,25,29,37,32,0
13/05/2017,14,16,17,24,32,38,28,1
12/05/2017,5,13,20,26,42,44,22,2
11/05/2017,5,23,24,36,43,49,17,3
10/05/2017,1,2,33,40,42,49,36,4
9/05/2017,20,21,24,37,38,41,26,8
8/05/2017,1,12,22,37,39,42,6,7
6/05/2017,1,7,18,25,35,48,5,8
5/05/2017,5,10,13,17,33,40,47,4
4/05/2017,5,7,10,23,36,41,22,4
3/05/2017,13,25,27,33,34,38,19,9
2/05/2017,2,17,25,27,35,43,37,2
1/05/2017,9,12,15,19,38,46,4,4
29/04/2017,10,19,22,24,43,44,23,0
28/04/2017,5,9,15,17,21,47,20,2
27/04/2017,11,40,42,45,46,49,27,3
26/04/2017,12,14,20,34,39,40,27,2
25/04/2017,5,9,12,13,39,41,45,8
24/04/2017,16,22,25,31,38,48,46,6
22/04/2017,12,35,37,41,47,48,17,9
21/04/2017,2,5,9,16,37,40,10,5
20/04/2017,22,23,30,38,45,49,46,3
19/04/2017,1,4,6,19,21,47,43,0
18/04/2017,17,23,29,37,47,48,9,9
17/04/2017,11,14,19,37,38,43,10,1
15/04/2017,2,9,16,32,40,47,48,3
14/04/2017,6,10,15,21,26,49,39,7
13/04/2017,3,22,25,39,40,47,38,4
12/04/2017,8,12,29,31,40,48,10,9
11/04/2017,1,7,10,15,17,34,5,6
10/04/2017,5,7,16,18,24,25,19,0
8/04/2017,10,29,36,43,45,49,48,4
7/04/2017,6,9,13,27,34,48,21,6
6/04/2017,3,6,14,17,35,49,32,4
5/04/2017,9,10,11,21,33,35,17,6
4/04/2017,3,7,8,10,26,49,4,8
3/04/2017,4,8,15,23,34,35,25,9
1/04/2017,1,3,13,21,22,28,9,3
31/03/2017,14,15,16,19,28,43,21,5
30/03/2017,10,11,12,14,18,27,13,0
29/03/2017,9,14,15,27,28,31,35,9
28/03/2017,5,11,14,32,41,44,25,0
27/03/2017,13,14,16,28,30,40,33,6
25/03/2017,7,18,25,37,40,45,34,5
24/03/2017,4,7,11,26,28,39,17,4
23/03/2017,12,16,17,18,39,40,23,1
22/03/2017,14,18,24,30,34,49,20,0
21/03/2017,1,12,13,16,19,24,4,8
20/03/2017,13,15,18,21,22,26,40,8
18/03/2017,1,7,14,38,42,48,32,5
17/03/2017,17,21,36,41,43,49,15,4
16/03/2017,2,11,12,14,40,44,20,9
15/03/2017,4,22,23,28,31,40,14,5
14/03/2017,3,4,19,28,30,44,33,6
13/03/2017,11,14,16,40,44,46,22,9
11/03/2017,31,35,37,40,41,45,39,5
10/03/2017,5,11,21,23,33,43,9,2
9/03/2017,14,24,25,28,29,44,22,6
8/03/2017,5,6,12,31,37,40,35,4
7/03/2017,1,5,6,35,37,42,48,8
6/03/2017,4,22,28,30,40,44,16,7
4/03/2017,1,8,14,17,31,46,4,1
3/03/2017,6,16,21,32,40,48,33,5
2/03/2017,4,6,7,9,44,48,22,8
1/03/2017,11,26,27,31,42,48,3,9
28/02/2017,9,12,17,21,29,38,2,7
27/02/2017,6,15,21,36,42,44,1,5
25/02/2017,9,26,30,33,37,47,41,8
24/02/2017,4,18,25,34,48,49,41,9
23/02/2017,3,23,29,42,43,44,35,9
22/02/2017,7,11,12,13,20,28,47,1
21/02/2017,4,15,16,17,30,31,19,8
20/02/2017,2,25,27,32,42,49,17,9
18/02/2017,8,13,18,25,41,44,22,6
17/02/2017,3,12,15,23,42,46,29,4
16/02/2017,5,15,16,26,29,34,9,8
15/02/2017,1,19,20,27,34,44,33,7
14/02/2017,20,36,38,42,46,49,3,1
13/02/2017,2,4,7,36,38,41,44,3
11/02/2017,23,26,28,34,37,46,32,6
10/02/2017,11,20,24,28,29,39,3,7
9/02/2017,3,22,31,37,42,48,36,6
8/02/2017,2,3,12,15,26,39,1,5
7/02/2017,1,16,26,27,43,44,20,9
6/02/2017,6,23,27,32,42,43,17,9
4/02/2017,3,6,16,19,30,44,21,3
3/02/2017,14,17,19,22,24,49,41,7
2/02/2017,5,20,32,36,40,41,8,6
1/02/2017,3,9,11,15,22,26,21,3
31/01/2017,1,10,11,30,37,42,18,9
30/01/2017,2,11,21,26,33,36,7,8
28/01/2017,3,5,17,19,30,32,25,2
27/01/2017,3,7,33,40,46,49,29,4
26/01/2017,5,8,10,20,32,43,13,9
25/01/2017,2,11,26,29,34,42,10,5
24/01/2017,3,8,12,15,29,42,25,5
23/01/2017,1,5,7,12,14,48,31,9
21/01/2017,8,15,21,42,43,47,7,7
20/01/2017,2,6,13,25,32,40,41,9
19/01/2017,8,9,10,30,44,46,13,8
18/01/2017,5,8,26,29,32,47,3,5
17/01/2017,2,10,29,30,34,46,19,6
16/01/2017,19,20,25,28,29,47,15,0
14/01/2017,1,13,16,25,30,41,18,6
13/01/2017,6,11,19,27,41,44,5,7
12/01/2017,2,15,16,25,36,38,29,3
11/01/2017,1,22,24,38,41,43,33,4
10/01/2017,1,18,28,40,44,47,42,6
9/01/2017,4,18,29,41,45,48,1,6
7/01/2017,22,23,28,35,39,42,17,7
6/01/2017,8,11,20,24,28,29,42,9
5/01/2017,2,16,24,25,33,46,45,4
4/01/2017,7,16,17,20,29,36,12,1
3/01/2017,5,6,15,39,43,48,27,0
2/01/2017,8,25,27,31,33,38,4,3
31/12/2016,3,21,22,24,38,45,23,4
30/12/2016,8,21,25,33,35,45,4,5
29/12/2016,11,12,19,30,40,48,34,8
28/12/2016,2,9,16,25,31,36,34,0
27/12/2016,12,13,22,23,47,48,5,1
26/12/2016,3,9,17,20,25,26,19,2
24/12/2016,10,21,26,33,36,37,27,9
23/12/2016,21,27,30,40,43,47,9,5
22/12/2016,8,10,28,36,42,43,24,3
21/12/2016,3,20,26,27,44,46,1,0
20/12/2016,15,20,23,35,41,47,10,4
19/12/2016,12,25,28,36,45,47,22,8
17/12/2016,2,4,12,17,33,46,14,8
16/12/2016,4,5,13,18,20,32,3,4
15/12/2016,10,11,21,23,43,45,8,7
14/12/2016,16,19,27,40,46,49,47,8
13/12/2016,9,19,38,45,47,48,11,7
12/12/2016,3,7,31,35,42,49,24,4
10/12/2016,17,18,23,37,41,45,7,8
9/12/2016,25,26,30,34,37,40,48,4
8/12/2016,8,11,21,29,32,41,7,9
7/12/2016,2,8,15,33,34,38,1,9
6/12/2016,6,10,11,17,23,27,39,1
5/12/2016,2,5,9,13,32,34,37,4
3/12/2016,4,8,24,41,43,45,44,3
2/12/2016,3,22,27,28,38,40,31,6
